data,output
10_2,"
def transform_dataset(input_dataset):
    output_dataset = []
    for i in range(1, len(input_dataset)):
        for j in range(1, len(input_dataset[i])):
            output_dataset.append([input_dataset[i][0], input_dataset[i][j]])
    return output_dataset
"
10_3,"def transform_dataset(input_dataset):
    output_dataset = []
    for i in range(1, len(input_dataset)):
        for j in range(1, len(input_dataset[i])):
            output_dataset.append([input_dataset[i][0], input_dataset[i][j]])
    return output_dataset
"
10_4,"
def transform_dataset(input_dataset):
    output_dataset = []
    for i in range(1, len(input_dataset)):
        for j in range(1, len(input_dataset[i])):
            output_dataset.append([input_dataset[i][0], input_dataset[i][j]])
    return output_dataset

"
10_5,"
def transform_dataset(input_dataset):
    output_dataset = []
    for i in range(1, len(input_dataset)):
        for j in range(1, len(input_dataset[i])):
            output_dataset.append([input_dataset[i][0], input_dataset[i][j]])
    return output_dataset"

11_1,"def transform_dataset(input_data):
    output_data = []
    header = input_data[0]
    for i in range(1, len(input_data)):
        for j in range(1, len(header)):
            if input_data[i][j] != '':
                output_data.append([input_data[i][0], header[j], input_data[i][j]])
    return output_data"
11_2,"def transform_dataset(input_data):
    output_data = []
    header = input_data[0]
    
    for i in range(1, len(input_data)):
        name = input_data[i][0]
        for j in range(1, len(input_data[i])):
            if input_data[i][j] != '':
                output_data.append([name, header[j], input_data[i][j]])
    
    return output_data"
11_3,"
def transform_dataset(input_dataset):
    output_dataset = []
    header = input_dataset[0]
    
    for i in range(1, len(input_dataset)):
        name = input_dataset[i][0]
        for j in range(1, len(input_dataset[i])):
            if input_dataset[i][j] != '':
                output_dataset.append([name, header[j], input_dataset[i][j]])
    
    return output_dataset
"
11_4,"
def transform_dataset(input_dataset):
    output_dataset = []
    header = input_dataset[0]
    
    for i in range(1, len(input_dataset)):
        name = input_dataset[i][0]
        for j in range(1, len(input_dataset[i])):
            if input_dataset[i][j] != '':
                output_dataset.append([name, header[j], input_dataset[i][j]])
    
    return output_dataset
"
11_5,"
def transform_dataset(input_dataset):
    output_dataset = []
    header = input_dataset[0]
    
    for i in range(1, len(input_dataset)):
        name = input_dataset[i][0]
        for j in range(1, len(input_dataset[i])):
            if input_dataset[i][j] != '':
                output_dataset.append([name, header[j], input_dataset[i][j]])
    
    return output_dataset"
12_1,"
def transform_dataset(input_data):
    output_data = [row for row in input_data if row[3] == 'x5']
    return output_data

"
12_2,"
def transform_dataset(input_data):
    output_data = [row for row in input_data if row[3].startswith('x') or row[3].startswith('y')]
    return output_data
"
12_3,"
def transform_dataset(input_data):
    output_data = [row for row in input_data if row[3].startswith('x') or row[3].startswith('y') or row[3].startswith('z')]
    return output_data

"
12_4,"
def transform_dataset(input_data):
    output_data = [row for row in input_data if row[3].startswith('x') or row[3].startswith('y') or row[3].startswith('z') or row[3].startswith('c')]
    return output_data

"
12_5,"
def transform_dataset(input_data):
    output_data = [row for row in input_data if row[3] != '' and row[4] != '' and row[5] != '' and row[6] != '' and row[7] != '']
    return output_data

"
13_1,"
def transform_dataset(input_data):
    output_data = []
    header = input_data[0]
    for i in range(1, len(input_data[0])):
        output_data.append([input_data[1][0], header[i], input_data[1][i]])
    return output_data
"
13_2,"
def transform_dataset(input_data):
    output_data = []
    
    for i in range(1, len(input_data[0])):
        for j in range(1, len(input_data)):
            if input_data[j][i] != '':
                output_data.append([input_data[j][0], input_data[0][i], input_data[j][i]])
    
    return output_data
"
13_3,"
def transform_dataset(input_data):
    output_data = []
    
    headers = input_data[0][1:]
    
    for i in range(1, len(input_data)):
        for j in range(1, len(input_data[i])):
            if input_data[i][j] != '':
                output_data.append([input_data[i][0], headers[j-1], input_data[i][j]])
    
    return output_data
"
13_4,"
def transform_dataset(input_data):
    output_data = []
    
    headers = input_data[0]
    for i in range(1, len(input_data)):
        for j in range(1, len(input_data[i])):
            if input_data[i][j] != '':
                output_data.append([input_data[i][0], headers[j], input_data[i][j]])
    
    return output_data
"
13_5,"
def transform_dataset(input_dataset):
    output_dataset = []
    
    headers = input_dataset[0][1:]
    
    for i in range(1, len(input_dataset)):
        for j in range(1, len(input_dataset[i])):
            if input_dataset[i][j] != '':
                output_dataset.append([input_dataset[i][0], headers[j-1], input_dataset[i][j]])
    
    return output_dataset
"15_1,"def transform_data(input_data):
    output_data = []
    for row in input_data:
        new_row = [row[0], row[5]]
        output_data.append(new_row)
    return output_data"
15_2,"def transform_dataset(input_data):
    output_data = []
    for row in input_data:
        output_row = [row[0], row[5]]
        output_data.append(output_row)
    
    return output_data"
15_3,"def transform_dataset(input_data):
    output_data = []
    for row in input_data:
        new_row = [row[0]]
        for i in range(2, len(row)):
            if row[i] != '':
                new_row.append(row[i])
        output_data.append(new_row)
    return output_data"
15_4,"def transform_dataset(input_data):
    output_data = []
    for row in input_data:
        new_row = [row[0]]
        for i in range(2, len(row)):
            new_row.append(row[i])
        output_data.append(new_row)
    return output_data"
15_5,"def transform_dataset(input_data):
    output_data = []
    temp = []
    for row in input_data:
        for i in range(1, len(row)):
            if row[i] != '':
                temp.append(row[i])
            else:
                temp.append(' $-')
        output_data.append([row[0]] + temp)
        temp = []
    return [output_data[0]]"
17_1,"def transform_dataset(input_data):
    output_data = []
    output_data.append([input_data[0][0], input_data[0][2], input_data[0][4], input_data[0][1], input_data[0][3]])
    output_data.append([input_data[1][0], input_data[1][2], input_data[1][4], input_data[1][1], input_data[1][3]])
    
    return output_data
"
17_2,"def transform_dataset(input_data):
    output_data = []
    
    # Extract headers
    headers = input_data[0]
    output_data.append([headers[0], headers[2], headers[4], headers[1], headers[3]])
    
    # Extract data
    for i in range(1, len(input_data)):
        row = input_data[i]
        output_data.append([row[0], row[2], row[4], row[1], row[3]])
    
    return output_data
"
17_3,"
def transform_dataset(input_data):
    output_data = []
    
    # Extract headers
    headers = input_data[0]
    output_data.append([headers[0], headers[2], headers[4], headers[1], headers[3]])
    
    # Extract and rearrange data rows
    for row in input_data[1:]:
        output_data.append([row[0], row[2], row[4], row[1], row[3]])
    
    return output_data

"
17_4,"
def transform_dataset(input_data):
    output_data = []
    
    # Extract headers
    headers = input_data[0]
    output_data.append([headers[0], headers[2], headers[4], headers[1], headers[3]])
    
    # Extract and rearrange data rows
    for row in input_data[1:]:
        output_data.append([row[0], row[2], row[4], row[1], row[3]])
    
    return output_data
"
17_5,"
def transform_dataset(input_dataset):
    output_dataset = []
    
    # Extracting headers
    headers = input_dataset[0]
    output_dataset.append([headers[0], headers[2], headers[4], headers[1], headers[3]])
    
    # Extracting data rows
    for i in range(1, len(input_dataset)):
        data_row = input_dataset[i]
        output_dataset.append([data_row[0], data_row[2], data_row[4], data_row[1], data_row[3]])
    
    return output_dataset
"
18_1,"def transform_dataset(input_data):
    output_data = []
    for i in range(1, len(input_data)):
        output_data.append(input_data[0] + input_data[i])
    return output_data"
18_2,"
def transform_dataset(input_data):
    output_data = []
    temp = []
    
    for data in input_data:
        if data[2] == '':
            temp = data
        else:
            output_data.append(temp + data)
    
    return output_data
"
18_3,"
def transform_dataset(input_data):
    output_data = []
    temp = []
    
    for data in input_data:
        if data[2] == '':
            temp = [data[0], data[1]]
        else:
            temp.extend([data[0], data[1], data[2]])
            output_data.append(temp)
    
    return output_data"

18_4,"
def transform_dataset(input_dataset):
    output_dataset = []
    temp = []
    
    for data in input_dataset:
        if data[2] == '':
            temp = data
        else:
            output_dataset.append(temp + data)
    
    return output_dataset
"

18_5,"
def transform_dataset(input_dataset):
    output_dataset = []
    temp = []
    
    for data in input_dataset:
        if data[2] == '':
            temp = [data[0], data[1]]
        else:
            temp.extend([data[2], data[1], data[2]])
            output_dataset.append(temp)
    
    return output_dataset
"

19_1,"def transform_dataset(input_data):
    output_data = []
    for item in input_data:
        time, *values = item[0].split()
        for value in values:
            output_data.append([time, value])
    return output_data
"
19_2,"def transform_dataset(input_data):
    output_data = []
    for data in input_data:
        time, *values = data[0].split()
        for value in values:
            output_data.append([time, value])
    return output_data"
19_3,"def transform_dataset(input_data):
    output_data = []
    for data in input_data:
        time, values = data[0].split(' ', 1)
        values = values.split()
        for value in values:
            output_data.append([time, value])
    return output_data"
19_4,"
def transform_dataset(input_data):
    output_data = []
    for data in input_data:
        time, values = data[0].split(' ', 1)
        values = values.split()
        for value in values:
            output_data.append([time, value])
    return output_data
"
19_5,"def transform_dataset(input_data):
    output_data = []
    for item in input_data:
        time, values = item[0].split(' ', 1)
        values = values.split()
        for value in values:
            output_data.append([time, value])
    return output_data"
22_1,"def transform_data(input_data):
    output_data = []
    temp = []
    
    for item in input_data:
        temp.extend(item)
    
    output_data.append(temp)
    
    return output_data
"
22_2,"def transform_dataset(input_data):
    output_data = []
    temp = []
    current_key = input_data[0][0]
    
    for item in input_data:
        if item[0] == current_key:
            temp.append(item[1])
        else:
            output_data.append([current_key] + temp)
            temp = [item[1]]
            current_key = item[0]
    
    output_data.append([current_key] + temp)
    
    return output_data"
22_3,"def transform_dataset(input_data):
    output_data = []
    temp_dict = {}
    
    for item in input_data:
        key = item[0]
        value = item[1]
        
        if key in temp_dict:
            temp_dict[key].append(value)
        else:
            temp_dict[key] = [value]
    
    for key, value in temp_dict.items():
        output_data.append([key] + value)
    
    return output_data"
22_4,"
def transform_dataset(input_dataset):
    output_dataset = []
    temp = []
    current_key = input_dataset[0][0]
    
    for item in input_dataset:
        if item[0] == current_key:
            temp.append(item[1])
        else:
            output_dataset.append([current_key] + temp)
            current_key = item[0]
            temp = [item[1]]
    
    output_dataset.append([current_key] + temp)
    
    return output_dataset
"
22_5,"def transform_dataset(input_data):
    output_data = []
    temp_dict = {}
    
    for item in input_data:
        key = item[0]
        value = item[1]
        
        if key in temp_dict:
            temp_dict[key].append(value)
        else:
            temp_dict[key] = [value]
    
    for key, value in temp_dict.items():
        output_data.append([key] + value)
    
    return output_data"

24_1,"def transform_data(input_data):
    output_data = []
    for item in input_data:
        output_data.extend(item)
    return [output_data]
"
24_2,"def transform_data(input_data):
    output_data = []
    temp = []
    
    for item in input_data:
        if item[0] != '':
            if temp:
                output_data.append(temp)
            temp = [item[0]]
        else:
            temp.append(item[0])
    
    if temp:
        output_data.append(temp)
    
    return output_data"
24_3,"
def transform_data(input_data):
    output_data = []
    temp = []
    
    for item in input_data:
        if item[0] != '':
            if temp:
                output_data.append(temp)
            temp = [item[0]]
        else:
            temp.append(item[0])
    
    output_data.append(temp)
    
    return output_data

"
24_4,"def transform_dataset(input_data):
    output_data = []
    temp = []
    
    for item in input_data:
        if item[0] != '':
            if temp:
                output_data.append(temp)
            temp = [item[0]]
        else:
            temp.append(item[0])
    
    output_data.append(temp)
    
    return output_data
"
24_5,"
def transform_data(input_data):
    output_data = []
    temp = []
    
    for item in input_data:
        if item[0] != '':
            if temp:
                output_data.append(temp)
            temp = [item[0]]
        else:
            temp.append(item[0])
    
    output_data.append(temp)
    
    return output_data
"
26_1,"def transform_data(input_data):
    output_data = [input_data[0] + input_data[1] + input_data[2] + input_data[3]]
    return output_data

"
26_2,"def transform_data(input_data):
    output_data = [input_data[i:i+4] for i in range(0, len(input_data), 4)]
    return output_data
"
26_3,"def transform_data(input_data):
    output_data = [input_data[i:i+4] for i in range(0, len(input_data), 4)]
    return output_data
)"
26_4,"def transform_dataset(input_data):
    output_data = [input_data[i:i+4] for i in range(0, len(input_data), 4)]
    return output_data
"
26_5,"def transform_dataset(input_data):
    output_data = [input_data[i:i+4] for i in range(0, len(input_data), 4)]
    return output_data
"
27_1,"def transform_data(input_data):
    output_data = input_data
    return output_data
"
27_2,"def transform(input_data):
    output_data = []
    for sublist in input_data:
        output_data.extend(sublist)
    return [output_data]
"
27_3,"def transform(input_data):
    output_data = [item for sublist in input_data for item in sublist]
    return [output_data]"
27_4,"def transform_dataset(input_data):
    output_data = [item for sublist in input_data for item in sublist]
    return [output_data]"
27_5,"def transform_dataset(input_data):
    output_data = [item for sublist in input_data for item in sublist]
    return [output_data]"
28_1,"  
def transform_data(input_data):
    output_data = []
    for i in range(len(input_data[0])):
        temp = []
        for j in range(len(input_data)):
            temp.append(input_data[j][i])
        output_data.append(temp)
    return output_data"
28_2,"  
def transform_data(input_data):
    output_data = []
    for i in range(len(input_data[0])):
        output_data.append([input_data[0][i], input_data[1][i], input_data[2][i]])
    return output_data"
28_3,"  
def transform_dataset(input_dataset):
    output_dataset = []
    for i in range(0, len(input_dataset), 2):
        output_dataset.append([input_dataset[i][0], input_dataset[i+1][0], input_dataset[i][1]])
        output_dataset.append([input_dataset[i][1], input_dataset[i+1][1], input_dataset[i+1][1]])
    return output_dataset

"
28_4,"  
def transform_data(input_data):
    output_data = []
    for i in range(0, len(input_data), 2):
        output_data.append([input_data[i][0], input_data[i+1][0], input_data[i][1]])
        output_data.append([input_data[i][1], input_data[i+1][1], input_data[i+1][0]])
    return output_data
"
28_5,"  
def transform_dataset(input_dataset):
    output_dataset = []
    for i in range(0, len(input_dataset), 2):
        output_dataset.append([input_dataset[i][0], input_dataset[i+1][0], input_dataset[i][1]])
        output_dataset.append([input_dataset[i][1], input_dataset[i+1][1], input_dataset[i+1][1]])
    return output_dataset

"
29_1,"  
def transform_dataset(input_data):
    output_data = []
    for i in range(1, len(input_data[0])):
        for j in range(len(input_data)):
            if input_data[j][i] != '':
                output_data.append(input_data[j][0])
                output_data.append(input_data[j][i].replace(',', ''))
    return [output_data]

"
29_2,"  
def transform_dataset(input_dataset):
    output_dataset = []
    
    for i in range(0, len(input_dataset), 2):
        temp = [input_dataset[i][0]]
        for j in range(1, len(input_dataset[i])):
            temp.append(input_dataset[i][j])
            temp.append(input_dataset[i+1][j])
        output_dataset.append(temp)
    
    return output_dataset
"
29_3,"  
def transform_dataset(input_data):
    output_data = []
    
    for i in range(0, len(input_data), 4):
        temp = [input_data[i][0]]
        for j in range(1, len(input_data[i])):
            temp.append(input_data[i][j])
            temp.append(input_data[i+1][j])
        output_data.append(temp)
    
    return output_data
"
29_4,"  
def transform_dataset(input_data):
    output_data = []
    
    for i in range(0, len(input_data), 2):
        temp = [input_data[i][0]]
        for j in range(1, len(input_data[i])):
            temp.append(input_data[i][j])
            temp.append(input_data[i+1][j])
        output_data.append(temp)
    
    return output_data

"
29_5,"  
def transform_dataset(input_data):
    output_data = []
    for i in range(0, len(input_data), 4):
        temp = [input_data[i][0]]
        for j in range(1, len(input_data[i])):
            temp.extend([input_data[i][j], input_data[i+1][j]])
        output_data.append(temp)
    return output_data
 "
30_1,"def transform_dataset(input_data):
    output_data = [[], []]
    
    for i in range(len(input_data)):
        output_data[0].append(input_data[i][1] + input_data[i][2])
        output_data[1].append(input_data[i][0])
        output_data[1].append(input_data[i][3])
    
    return output_data"
30_2,"  
def transform_dataset(input_data):
    output_data = [['', 'AAA123excel', 'BBB123access', 'CCC123powerpoint']]
    
    for i in range(len(input_data)):
        if i == 0:
            output_data.append([input_data[i][0], input_data[i][3]])
        else:
            if input_data[i][0] != input_data[i-1][0]:
                output_data.append([input_data[i][0], input_data[i][3]])
            else:
                output_data[-1].append(input_data[i][3])
    
    return output_data
"
30_3,"  
def transform_dataset(input_dataset):
    output_dataset = []
    
    header = ['', 'AAA123excel', 'BBB123access', 'CCC123powerpoint']
    output_dataset.append(header)
    
    for i in range(1, len(input_dataset)):
        row = [input_dataset[i][0]]
        for j in range(1, len(input_dataset[i])):
            row.append(input_dataset[i][j][-1])
        output_dataset.append(row)
    
    return output_dataset


 "
30_4,"  
def transform_dataset(input_dataset):
    output_dataset = []
    
    header = ['', 'AAA123excel', 'BBB123access', 'CCC123powerpoint']
    output_dataset.append(header)
    
    temp_dict = {}
    for data in input_dataset:
        if data[0] not in temp_dict:
            temp_dict[data[0]] = [data[3]]
        else:
            temp_dict[data[0]].append(data[3])
    
    for key, value in temp_dict.items():
        row = [key] + value
        output_dataset.append(row)
    
    return output_dataset

 "
30_5,"  
def transform_dataset(input_dataset):
    output_dataset = []
    header = ['', 'AAA123excel', 'BBB123access', 'CCC123powerpoint']
    output_dataset.append(header)
    
    temp_dict = {}
    for data in input_dataset:
        if data[0] not in temp_dict:
            temp_dict[data[0]] = [data[3]]
        else:
            temp_dict[data[0]].append(data[3])
    
    for key, value in temp_dict.items():
        output_dataset.append([key] + value)
    
    return output_dataset
 "
33_1,"  
def transform_data(input_data):
    output_data = input_data
    return output_data"
33_2,"  
def transform(input_data):
    output_data = [item for sublist in input_data for item in sublist]
    return [output_data]
 "
33_3,"def transform_data(input_data):
    output_data = [inner[0] for inner in input_data]
    return [output_data]"
33_4,"def transform_data(input_data):
    output_data = [inner[0] for inner in input_data]
    return [output_data]"
33_5,"def transform(input_data):
    output_data = [item[0] for item in input_data]
    return [output_data]"
34_1,"def transform_data(input_data):
    output_data = input_data
    return output_data"
34_2,"  
def transform_dataset(input_data):
    output_data = [item for sublist in input_data for item in sublist]
    return [output_data]
 "
34_3,"  
def transform_dataset(input_data):
    output_data = []
    for row in input_data:
        new_row = row[:6]
        if len(row) > 6:
            new_row.extend(row[2:])
        else:
            new_row.extend(['', '', '', ''])
        output_data.append(new_row)
    return output_data
"
34_4,"def transform_dataset(input_data):
    output_data = []
    temp = []
    current_id = input_data[0][0]
    
    for row in input_data:
        if row[0] == current_id:
            temp.extend(row[2:])
        else:
            output_data.append(temp)
            temp = row[:2] + row[2:]
            current_id = row[0]
    
    output_data.append(temp)
    
    return output_data
"
34_5,"  
def transform_dataset(input_data):
    output_data = []
    temp = []
    current_id = ''
    
    for row in input_data:
        if row[0] != current_id:
            if temp:
                output_data.append(temp)
            temp = row[:6]
            current_id = row[0]
        temp.extend(row[2:])
    
    if temp:
        output_data.append(temp)
    
    return output_data
"
36_1,"def transform_dataset(input_data):
    output_data = []
    output_data.append([row[1] for row in input_data])
    output_data.append([row[0] for row in input_data if row[0] != ''])
    return output_data
"

36_2,"def transform_dataset(input_data):
    output_data = []
    temp_dict = {}
    
    for row in input_data:
        if row[0] != '':
            key = row[0]
            temp_dict[key] = []
        else:
            for i in range(1, len(row)):
                temp_dict[key].append(row[i])
    
    output_data.append([''] + [str(i) for i in range(len(temp_dict[key]))])
    
    for key, values in temp_dict.items():
        output_data.append([key] + values)
    
    return output_data
"

36_3,"  
def transform_dataset(input_data):
    output_data = []
    temp = []
    for i in range(len(input_data)):
        if input_data[i][0] != '':
            if temp:
                output_data.append(temp)
            temp = [input_data[i][0]]
        else:
            temp.append(input_data[i][2])
    output_data.append(temp)
    
    return output_data
"
36_4,"  
def transform_dataset(input_data):
    output_data = []
    temp = []
    for i in range(len(input_data)):
        if input_data[i][0] != '':
            if temp:
                output_data.append(temp)
            temp = [input_data[i][0]]
        else:
            temp.extend(input_data[i][1:])
    output_data.append(temp)
    
    return output_data
"
36_5,"  
def transform_dataset(input_data):
    output_data = []
    temp = []
    for row in input_data:
        if row[0] != '':
            if temp:
                output_data.append(temp)
            temp = [row[0]]
        temp.extend(row[1:])
    output_data.append(temp)
    return output_data
"
37_1,"def transform_data(input_data):
    output_data = [input_data[0][0].split(',')]
    for i in range(2, len(input_data)):
        output_data.append([input_data[i][0]])
    return output_data
"
37_2,"  
def transform_data(input_data):
    output_data = []
    temp = []
    for i in range(0, len(input_data), 11):
        temp = input_data[i:i+11]
        output_data.append([item[0] for item in temp])
    
    return output_data
"
37_3,"  
def transform_data(input_data):
    output_data = []
    temp = []
    for i in range(len(input_data)):
        if input_data[i][0] != '':
            temp.append(input_data[i][0])
        else:
            output_data.append(temp)
            temp = []
    return output_data
"
37_4,"  
def transform_data(input_data):
    output_data = [input_data[i:i+10] for i in range(0, len(input_data), 10)]
    output_data = [sublist[0] for sublist in output_data]
    return output_data

"
37_5,"  
def transform_data(input_data):
    output_data = []
    temp = []
    for i in range(len(input_data)):
        if input_data[i][0] != '':
            temp.append(input_data[i][0])
        else:
            output_data.append(temp)
            temp = []
    return output_data
"
40_1,"  
def transform_data(input_data):
    output_data = input_data
    return output_data"
