data,output
5_2,"  
def transform_dataset(input_dataset):
    output_dataset = []
    for row in input_dataset[1:]:
        machine = row[0]
        for hours in row[1:]:
            output_dataset.append([machine, hours])
    return output_dataset
 "
5_3,"  
def transform_dataset(input_dataset):
    output_dataset = []
    for row in input_dataset[1:]:
        for index, value in enumerate(row[1:], start=1):
            output_dataset.append([row[0], value])
    return output_dataset
 "
5_4,"  
def transform_dataset(input_data):
    output_data = []
    for row in input_data[1:]:
        machine = row[0]
        for hours in row[1:]:
            output_data.append([machine, hours])
    return output_data
 "
5_5,"  
def transform_dataset(input_dataset):
    output_dataset = []
    for row in input_dataset[1:]:
        machine = row[0]
        for hours in row[1:]:
            output_dataset.append([machine, hours])
    return output_dataset
 "
6_1,"  
def transform_dataset(input_dataset):
    output_dataset = []
    dates = input_dataset[0][1:]
    product = input_dataset[2][0]
    quantities = input_dataset[2][1:]
    
    for date, quantity in zip(dates, quantities):
        output_dataset.append([date, product, quantity])
    
    return output_dataset
 "
6_2,"  
def transform_dataset(input_dataset):
    headers = input_dataset[0][1:]  # Get the headers, ignoring the first empty cell
    output_dataset = []
    for row in input_dataset[1:]:  # Iterate over the product rows
        product = row[0]  # Get the product name
        for i, value in enumerate(row[1:]):  # Iterate over the product values
            date = headers[i]  # Get the corresponding date
            if product and date:  # Make sure they are not empty
                output_dataset.append([date, product, value])
    return output_dataset
"
6_3,"  
def transform_dataset(input_dataset):
    dates = input_dataset[0][1:]
    output_dataset = []
    for row in input_dataset[1:]:
        product = row[0]
        for i, value in enumerate(row[1:], start=1):
            if product and value:
                output_dataset.append([dates[i-1], product, value])
    return output_dataset
 "
6_4,"  
def transform_dataset(input_dataset):
    dates = input_dataset[0][1:]
    transformed_data = []
    
    for row in input_dataset[1:]:
        product = row[0]
        if product:
            for i, value in enumerate(row[1:]):
                transformed_data.append([dates[i], product, value])
    
    return transformed_data
 "
6_5,"  
def transform_input_to_output(input_dataset):
    dates = input_dataset[0][1:]
    output_dataset = []

    for row in input_dataset[2:]:
        product = row[0]
        for i, value in enumerate(row[1:], start=1):
            output_dataset.append([dates[i-1], product, value])
    
    return output_dataset
 "
7_1,"  
def transform_dataset(input_dataset):
    def clean(row):
        return [item for item in row if item]
    
    new_row = []
    for row in input_dataset:
        new_row.extend(clean(row))
        
    return [new_row]
 "
7_2,"  
def transform_dataset(input_dataset):
    output_dataset = []
    record = []
    for row in input_dataset:
        if row[0]:
            if record:
                output_dataset.append(record)
            record = row[:8]
        else:
            record.extend(row[4:9])
    if record:
        output_dataset.append(record)
    return output_dataset
 "
7_3,"  
def transform_input_to_output(input_dataset):
    output_dataset = []
    temp_data = []
    
    for i, row in enumerate(input_dataset):
        if i % 5 == 0 and i != 0:
            output_dataset.append(temp_data)
            temp_data = []
        temp_data.extend(filter(None, row))
    
    if temp_data:
        output_dataset.append(temp_data)
    
    return output_dataset
 "
7_4,"  
def transform_input_to_output(input_dataset):
    output_dataset = []
    i = 0
    while i < len(input_dataset):
        row1, row2, row3, row4, row5 = input_dataset[i: i + 5]
        result_row = [
            row1[0],
            row1[1].strip(),
            row1[4].strip(),
            row1[7].strip(),
            row1[8].strip(),
            row2[0].strip(),
            row2[4].strip(),
            row2[7].strip(),
            row2[8].strip(),
            row3[0].strip(),
            row3[4].strip(),
            row3[7].strip(),
            row3[8].strip(),
            row4[0].strip(),
            row4[4].strip(),
            row4[7].strip(),
            row5[8].strip()
        ]
        output_dataset.append(result_row)
        i += 5
    return output_dataset
 "
7_5,"  
def transform_dataset(input_dataset):
    output_dataset = []
    temp_record = []
    for row in input_dataset:
        if row[0].isdigit():
            if temp_record:
                output_dataset.append(temp_record)
            temp_record = row[:8]
        else:
            temp_record.extend(row[:7] + row[8:])
    output_dataset.append(temp_record)
    return output_dataset
 "
8_1,"  
def transform_dataset(input_dataset):
    headers = input_dataset[0][3:]  # Extract month headers
    data = input_dataset[1]
    output_dataset = []
    for i, month in enumerate(headers):
        output_dataset.append(data[:3] + [month, data[i+3]])
    return output_dataset
 "
8_2,"  
def transform_dataset(input_dataset):
    headers = input_dataset[0][3:]
    output_dataset = []
    
    for row in input_dataset[1:]:
        for i, header in enumerate(headers):
            output_dataset.append([row[0], row[1], row[2], header, row[i+3]])
    
    return output_dataset
 "
8_3,"  
def transform_dataset(input_dataset):
    headers = input_dataset[0]
    output_dataset = []
    for row in input_dataset[1:]:
        for index, value in enumerate(row[3:], start=1):
            output_dataset.append(row[:3] + [str(index), value])
    return output_dataset
 "
8_4,"  
def transform_dataset(input_dataset):
    output_dataset = []
    headers = input_dataset[0]
    num_columns = len(headers)
    for row in input_dataset[1:]:
        for i in range(4, num_columns):
            output_dataset.append([row[0], row[1], row[2], headers[i], row[i]])
    return output_dataset
 "
8_5,"  
def transform_dataset(input_dataset):
    output_dataset = []
    for row in input_dataset[1:]:
        for i in range(4, len(input_dataset[0])):
            output_dataset.append([row[0], row[1], row[2], str(i-3), row[i]])
    return output_dataset
 "
10_1,"  
def transform_dataset(input_dataset):
    headers = input_dataset[0]
    transformed_data = []
    for row in input_dataset[1:]:
        item_name = row[0]
        for color in row[1:]:
            transformed_data.append([item_name, color])
    return transformed_data
 "
10_2,"  
def transform_data(input_data):
    output_data = []
    headers = input_data[0]
    for row in input_data[1:]:
        for color in row[1:]:
            output_data.append([row[0], color])
    return output_data
 "
10_3,"  
def transform_dataset(input_dataset):
    output_dataset = []
    for row in input_dataset[1:]:
        for color in row[1:]:
            output_dataset.append([row[0], color])
    return output_dataset
 "
10_4,"  
def transform_dataset(input_dataset):
    output_dataset = []
    for row in input_dataset[1:]:
        for color in row[1:]:
            output_dataset.append([row[0], color])
    return output_dataset
 "
10_5,"  
def transform_dataset(input_dataset):
    output_dataset = []
    for row in input_dataset[1:]:
        for color in row[1:]:
            output_dataset.append([row[0], color])
    return output_dataset
 "
11_1,"  
def transform_dataset(input_dataset):
    output_dataset = []
    header = input_dataset[0]
    for row in input_dataset[1:]:
        name = row[0]
        for i in range(1, len(header)):
            if row[i] != '':
                output_dataset.append([name, header[i].replace(' ', ''), row[i]])
    return output_dataset
 "
11_2,"  
def transform_dataset(input_dataset):
    output_dataset = []
    subjects = input_dataset[0][1:]  # Extract subject names
    for row in input_dataset[1:]:
        name = row[0]
        grades = row[1:]
        for subject, grade in zip(subjects, grades):
            if grade:  # Check if grade is not empty
                output_row = [name, subject.replace(' ', ''), grade]
                output_dataset.append(output_row)
    return output_dataset
 "
11_3,"  
def transform_input_to_output(input_dataset):
    output_dataset = []
    headers = input_dataset[0][1:]  # ['Subject 1', 'Subject 2', ...]

    for row in input_dataset[1:]:
        name = row[0]
        for i, value in enumerate(row[1:]):
            if value:  # check if there is a grade for the subject
                output_dataset.append([name, 'Subject' + str(i + 1), value])

    return output_dataset
 "
11_4,"  
def transform_dataset(input_dataset):
    output_dataset = []
    subjects = input_dataset[0][1:]  # Extracting subject names
    for row in input_dataset[1:]:
        name, grades = row[0], row[1:]
        for i, grade in enumerate(grades):
            if grade:  # Check if there is a grade
                # Formatting subject name to match output requirement
                subject_name = f'Subject{i + 1}'
                output_dataset.append([name, subject_name, grade])
    return output_dataset
 "
11_5,"  
def transform_input_to_output(input_data):
    header, *data = input_data
    output_data = []
    
    for row in data:
        for i, value in enumerate(row[1:], start=1):
            if value:  # Check if the cell is not empty.
                output_data.append([row[0], header[i].replace(' ', ''), value])
    
    return output_data
 "
12_1,"  
def transform_dataset(input_dataset):
    return [row for row in input_dataset if row[4]]
 "
12_2,"  
def transform_dataset(input_dataset):
    return [row for row in input_dataset if row[-1] and row[-2] and row[-3] and row[4]]

 "
12_3,"  
def transform_dataset(input_dataset):
    return [row for row in input_dataset if row[4] != '']
 "
12_4,"  
def transform_dataset(input_dataset):
    output_dataset = [row for row in input_dataset if row[4] and row[4] != '']
    return output_dataset
 "
12_5,"  
def transform_dataset(input_dataset):
    output_dataset = []
    for row in input_dataset:
        if row[4]:  # Checks if the date field is not empty
            output_dataset.append(row)
    return output_dataset
 "
13_1,"  
def transform_dataset(input_dataset):
    headers = input_dataset[0][1:]  # Skip the 'Description' column
    transposed_output = []
    for row in input_dataset[1:]:
        item_name = row[0]
        for i, value in enumerate(row[1:]):
            # Skip if value is empty
            if not value:
                continue
            transposed_output.append([item_name, headers[i], value])
    return transposed_output
 "
13_2,"  
def transform_dataset(input_dataset):
    headers = input_dataset[0][1:]  # Extract date headers
    output_dataset = []

    for row in input_dataset[1:]:
        item = row[0]  # Extract item description
        for i, value in enumerate(row[1:], start=1):
            if value != '':  # Check if the value is not empty
                output_dataset.append([item, headers[i-1], value])

    return output_dataset
 "
13_3,"  
def transform_dataset(input_dataset):
    headers = input_dataset[0]
    output_dataset = []
    for row in input_dataset[1:]:
        item = row[0]
        for index, value in enumerate(row[1:], start=1):
            if value:
                output_dataset.append([item, headers[index], value])
    return output_dataset
 "
13_4,"  
def transform_dataset(input_dataset):
    header = input_dataset[0]
    transformed_data = []
    for row in input_dataset[1:]:
        item = row[0]
        for i, value in enumerate(row[1:]):
            if value:  # include only non-empty and non-zero values
                transformed_data.append([item, header[i + 1], value])
    return transformed_data
 "
13_5,"  
def transform_dataset(input_dataset):
    headers = input_dataset[0][1:]  # Extract dates
    transformed_data = []
    for row in input_dataset[1:]:
        item = row[0]
        for date, value in zip(headers, row[1:]):
            if value:  # Only include rows with a value
                transformed_data.append([item, date, value])
    return transformed_data
 "
15_1,"  
def transform_dataset(input_dataset):
    output_dataset = []
    for row in input_dataset:
        new_row = [row[0]] + [row[-1]]
        output_dataset.append(new_row)
    return output_dataset
 "
15_2,"  
def transform_dataset(input_dataset):
    output_dataset = []
    current_record = None
    for record in input_dataset:
        if current_record is None or current_record[0] != record[0]:
            if current_record is not None:
                output_dataset.append(current_record)
            current_record = [record[0], record[5], '']
        else:
            current_record[2] = record[5]
    if current_record is not None:
        output_dataset.append(current_record)
    return output_dataset
 "
15_3,"  
def transform_dataset(input_dataset):
    output = {}
    for input_row in input_dataset:
        key = input_row[0]
        value_index = int(input_row[1])
        value = input_row[-1]
        if key not in output:
            output[key] = [key] + [' $-'] * (value_index-1) + [value]
        else:
            output[key][value_index] = value
    return list(output.values())
 "
15_4,"  
def transform_dataset(input_dataset):
    # Use a dictionary to map the first field to a list of other fields
    transformed_data = {}
    for record in input_dataset:
        key = record[0]
        if key not in transformed_data:
            transformed_data[key] = record[2:]
        else:
            for i in range(len(record[2:])):
                if record[2+i] != '':
                    transformed_data[key][i] = record[2+i]

    # Convert the transformed data back to a list of lists
    output_dataset = [[key] + transformed_data[key] for key in transformed_data]

    return output_dataset
 "
15_5,"  
def transform_dataset(input_dataset):
    output_dataset = []
    if input_dataset:
        # Use the first part of the first row as the key
        key = input_dataset[0][0]
        # Initialize a list with the key and placeholders for the rest of the values
        row = [key] + [' $-'] * (len(input_dataset) - 1)
        # Iterate through the input rows and populate the output row
        for i, item in enumerate(input_dataset):
            value = item[5]
            if value != ' $-':
                row[i+1] = value
        output_dataset.append(row)
    return output_dataset
"
17_1,"  
def transform_dataset(input_dataset):
    header_row = input_dataset[0]
    data_row = input_dataset[1]
    new_header_row = [header_row[i] for i in [0, 2, 4, 1, 3]]
    new_data_row = [data_row[i] for i in [0, 2, 4, 1, 3]]
    new_dataset = [new_header_row, new_data_row]
    return new_dataset
 "
17_2,"  
def transform_dataset(input_dataset):
    indices = [0, 2, 4, 1, 3]
    output_dataset = []
    for row in input_dataset:
        output_row = [row[i] for i in indices]
        output_dataset.append(output_row)
    return output_dataset
 "
17_3,"  
def transform_dataset(input_dataset):
    def transform_row(row):
        return [row[i] for i in [0, 2, 4, 1, 3]]
    
    return [transform_row(row) for row in input_dataset]
 "
17_4,"  
def transform_dataset(input_dataset):
    output_dataset = []
    for row in input_dataset:
        transformed_row = [row[0], row[2], row[4], row[1], row[3]]
        output_dataset.append(transformed_row)
    return output_dataset
 "
17_5,"  
def transform_dataset(input_dataset):
    output_dataset = []
    for row in input_dataset:
        transformed_row = [row[0], row[2], row[4], row[1], row[3]]
        output_dataset.append(transformed_row)
    return output_dataset
 "
18_1,"  
def transform_dataset(input_dataset):
    header = input_dataset[0]
    transformed = []
    for data in input_dataset[1:]:
        transformed.append([header[0], header[1]] + data)
    return transformed

 "
18_2,"  
def transform_dataset(input_dataset):
    transformed_data = []
    header = None

    for row in input_dataset:
        if row[2] == '':  # This is a header row
            header = row[:2]  # Keep the header for later use
        else:
            transformed_data.append(header + row)  # Append the details to the header

    return transformed_data

 "
18_3,"  
def transform_dataset(input_dataset):
    output_dataset = []
    supplier = []
    
    for record in input_dataset:
        if record[2] == '':
            supplier = record[:2]
        else:
            output_dataset.append(supplier + record)
    
    return output_dataset

 "
18_4,"  
def transform_dataset(input_dataset):
    transformed_data = []
    parent_entry = []
    for entry in input_dataset:
        if entry[2] == '':
            parent_entry = entry
        else:
            transformed_data.append(parent_entry + entry)
    return transformed_data
 "
18_5,"  
def transform_data(input_dataset):
    output_dataset = []
    company_info = []

    for record in input_dataset:
        if record[2] == '':
            company_info = record[0:2]
        else:
            output_dataset.append(company_info + record)

    return output_dataset

 "
19_1,"  
def transform_dataset(input_dataset):
    output_dataset = []
    for record in input_dataset:
        parts = record[0].split()
        time = parts[0]
        numbers = parts[1].split('-')[1:]
        for number in numbers:
            output_dataset.append([time, '-' + number])
    return output_dataset
 "
19_2,"  
def transform_dataset(input_dataset):
    output_dataset = []
    for item in input_dataset:
        parts = item[0].split()
        time = parts[0]
        for value in parts[1:]:
            output_dataset.append([time, value])
    return output_dataset
 "
19_3,"  
def transform_dataset(input_dataset):
    output_dataset = []
    for entry in input_dataset:
        time, *values = entry[0].split()
        output_dataset.extend([[time, value] for value in values])
    return output_dataset
 "
19_4,"  
def transform_dataset(input_dataset):
    output_dataset = []
    for row in input_dataset:
        data = row[0].split()
        time = data[0]
        values = data[1:]
        for value in values:
            output_dataset.append([time, value])
    return output_dataset
 "
19_5,"  
def transform_dataset(input_dataset):
    output_dataset = []
    for item in input_dataset:
        parts = item[0].split(' ')
        time = parts[0]
        values = parts[1].split('-')[1:]
        for value in values:
            output_dataset.append([time, f'-{value}'])
    return output_dataset
 "
 22_1,"  
def transform_dataset(input_dataset):
    output_dataset = []
    if input_dataset:
        key = input_dataset[0][0]
        values = [item[1] for item in input_dataset]
        output_dataset.append([key] + values)
    return output_dataset
 "
22_2,"  
from itertools import groupby
from operator import itemgetter

def transform_dataset(input_dataset):
    input_dataset.sort(key=itemgetter(0))
    output_dataset = []
    for key, group in groupby(input_dataset, key=itemgetter(0)):
        items = [key] + [item[1] for item in group]
        output_dataset.append(items)
    return output_dataset
 "
22_3,"  
def transform_input_to_output(input_dataset):
    result = {}
    for item, value in input_dataset:
        if item in result:
            result[item].append(value)
        else:
            result[item] = [value]
    output_dataset = [[key] + values for key, values in result.items()]
    return output_dataset
 "
22_4,"  
def transform_dataset(input_dataset):
    result = {}
    for item, value in input_dataset:
        if item not in result:
            result[item] = [item]
        result[item].append(value)
    return list(result.values())

 "
22_5,"  
from itertools import groupby
from operator import itemgetter

def transform_dataset(input_dataset):
    input_dataset.sort(key=lambda x: x[0])
    output_dataset = [[key] + [item[1] for item in group] for key, group in groupby(input_dataset, itemgetter(0))]
    return output_dataset
 "
24_1,"  
def transform_dataset(input_dataset):
    # Transform the input dataset into the output dataset by flattening the list of lists
    output_dataset = [list(item for sublist in input_dataset for item in sublist)]
    return output_dataset
 "
24_2,"  
def transform_dataset(input_dataset):
    output_dataset = []
    record = []
    for item in input_dataset:
        if item == [''] and record:  # End of current record
            output_dataset.append(record)
            record = []
        else:
            record.extend(item)
    if record:  # Add the last record if it does not end with ['']
        output_dataset.append(record)
    return output_dataset
 "
24_3,"  
def transform_input_to_output(input_dataset):
    output_dataset = []
    record = []
    for item in input_dataset:
        if item[0] == '' and record:
            output_dataset.append(record)
            record = []
        else:
            record.append(item[0])
    if record:
        output_dataset.append(record)
    return output_dataset
 "
24_4,"  
def transform_input_to_output(input_dataset):
    output_dataset = []
    current_record = []
    
    for line in input_dataset:
        if line[0] == '' and current_record:
            output_dataset.append(current_record)
            current_record = []
        else:
            current_record.extend(line)
    if current_record:
        output_dataset.append(current_record)
    
    return output_dataset

"
24_5,"  
def transform_input_to_output(input_dataset):
    output_dataset = []
    record = []
    for entry in input_dataset:
        if entry[0] != '':
            record.append(entry[0])
        else:
            output_dataset.append(record)
            record = []
    if record:
        output_dataset.append(record)
    return output_dataset
 "
26_1,"  
def transform_dataset(input_dataset):
    output_dataset = [sum(input_dataset, [])]
    return output_dataset
 "
26_2,"  
def transform_dataset(input_dataset):
    return [input_dataset[i:i+4] for i in range(0, len(input_dataset), 4)]
 "
26_3,"  
def transform_dataset(input_dataset):
    return [input_dataset[i:i+4] for i in range(0, len(input_dataset), 4)]
 "
26_4,"  
def transform_dataset(input_dataset):
    return [input_dataset[i] + input_dataset[i+1] + input_dataset[i+2] + input_dataset[i+3] for i in range(0, len(input_dataset), 4)]
 "
26_5,"  
def transform_dataset(input_dataset):
    return [input_dataset[i] + input_dataset[i+1] + input_dataset[i+2] + input_dataset[i+3] for i in range(0, len(input_dataset), 4)]
 "
27_1,"  
def transform_dataset(input_dataset):
    return input_dataset
 "
27_2,"  
def transform_input_to_output(input_dataset):
    return [sum(input_dataset, [])]
 "
27_3,"  
def transform_dataset(input_dataset):
    output_dataset = [item for sublist in input_dataset for item in sublist]
    return [output_dataset]
 "
27_4,"  
def transform_dataset(input_dataset):
    return [[item for sublist in input_dataset for item in sublist]]
 "
27_5,"  
def transform_dataset(input_dataset):
    output_dataset = [sum(input_dataset, [])]
    return output_dataset
 "
28_1,"  
def transform_dataset(input_dataset):
    output_dataset = []
    for i in range(len(input_dataset[0])):
        transformed_record = [input_dataset[j][i] for j in range(len(input_dataset))]
        output_dataset.append(transformed_record)
    return output_dataset

 "
28_2,"  
def transform_dataset(input_dataset):
    output_dataset = []
    for i in range(0, len(input_dataset), 3):
        for j in range(2):
            output_dataset.append([input_dataset[i][j], input_dataset[i+1][j], input_dataset[i+2][j]])
    return output_dataset
 "
28_3,"  
def transform_dataset(input_dataset):
    output_dataset = []
    for i in range(0, len(input_dataset), 3):
        person1 = [input_dataset[i][0], input_dataset[i+1][0], input_dataset[i+2][0]]
        person2 = [input_dataset[i][1].strip(), input_dataset[i+1][1], input_dataset[i+2][1]]
        output_dataset.extend([person1, person2])
    return output_dataset
 "
28_4,"  
def transform_dataset(input_dataset):
    output_dataset = []
    for i in range(0, len(input_dataset), 3):
        person_1 = [input_dataset[i][0], input_dataset[i+1][0], input_dataset[i+2][0]]
        person_2 = [input_dataset[i][1], input_dataset[i+1][1], input_dataset[i+2][1]]
        output_dataset.append(person_1)
        output_dataset.append(person_2)
    return output_dataset
 "
28_5,"  
def transform_dataset(input_dataset):
    output_dataset = []
    for i in range(0, len(input_dataset), 3):
        address_1 = [input_dataset[i][0]] + input_dataset[i+1] + [input_dataset[i+2][0]]
        address_2 = [input_dataset[i][1]] + [input_dataset[i+1][1]] + [input_dataset[i+2][1]]
        output_dataset.append(address_1)
        output_dataset.append(address_2)
    return output_dataset
 "
29_1,"  
def transform_dataset(input_dataset):
    output = []
    headers = input_dataset[0][0], *input_dataset[0][2:]
    sums = ['Sum of Invoices', *input_dataset[0][2:]]
    counts = ['Count of Invoices', *input_dataset[1][2:]]
    
    # Zip the 'Sum of Invoices' and 'Count of Invoices' together for each month
    combined_data = [headers[0]]
    for sum_value, count_value in zip(sums[1:], counts[1:]):
        combined_data.append(sum_value)
        combined_data.append(count_value)

    output.append(combined_data)
    
    return output
"
29_2,"  
def transform_dataset(input_dataset):
    output_dataset = []
    i = 0
    while i < len(input_dataset):
        company_data = [input_dataset[i][0]] + input_dataset[i][2:] + input_dataset[i+1][2:]
        output_dataset.append(company_data)
        i += 2
    return output_dataset
 "
29_3,"  
def transform_dataset(input_data):
    output_data = []
    for i in range(0, len(input_data), 2):
        company, sum_header, *sum_values = input_data[i]
        count_header, *count_values = input_data[i + 1]
        row = [company]
        for s, c in zip(sum_values, count_values):
            row.extend([s, c])
        output_data.append(row)
    return output_data

 "
29_4,"  
def transform_dataset(input_dataset):
    transformed = []
    for i in range(0, len(input_dataset), 2):
        row1 = input_dataset[i]
        row2 = input_dataset[i+1]
        combined_row = [row1[0]] + [elem for pair in zip(row1[2:], row2[2:]) for elem in pair]
        transformed.append(combined_row)
    return transformed

 "
29_5,"  
def transform_dataset(input_dataset):
    output_dataset = []
    for i in range(0, len(input_dataset), 2):
        company_data = [input_dataset[i][0]]  # Company name
        sum_of_invoices = input_dataset[i][2:]  # Sum of Invoices for the company
        count_of_invoices = input_dataset[i + 1][2:]  # Count of Invoices for the company
        combined_data = [val for pair in zip(sum_of_invoices, count_of_invoices) for val in pair]
        output_dataset.append(company_data + combined_data)
    return output_dataset
 "
30_1,"  
def transform_dataset(input_dataset):
    header_part = ['']
    data_part = [input_dataset[0][0]]
    for row in input_dataset:
        header_part.append(row[1] + row[2])
        data_part.append(row[3])
    return [header_part, data_part]
 "
30_2,"  
def transform_input_to_output(input_dataset):
    header = ['']
    output_data = {}
    for row in input_dataset:
        date, id, app, value = row
        app_id = id + app
        if app_id not in header:
            header.append(app_id)
        if date not in output_data:
            output_data[date] = [date]
        output_data[date].append(value)
    output_dataset = [header] + list(output_data.values())
    return output_dataset
 "
30_3,"  
def transform_dataset(input_dataset):
    header = ['',]
    output = []
    current_date = ''
    temp = []
    
    for row in input_dataset:
        identifier = row[1] + row[2]
        if identifier not in header:
            header.append(identifier)
        if row[0] != current_date:
            if current_date != '':
                output.append(temp)
            current_date = row[0]
            temp = [current_date,]
        temp.append(row[3])
    output.append(temp)
    output.insert(0, header)
    return output
 "
30_4,"  
def transform_input_to_output(input_dataset):
    output_dataset = [['', 'AAA123excel', 'BBB123access', 'CCC123powerpoint']]
    temp_dict = {}
    
    for row in input_dataset:
        date, id_code, file_type, value = row
        if date not in temp_dict:
            temp_dict[date] = {}
        temp_dict[date][id_code + file_type] = value
    
    for date, data in sorted(temp_dict.items()):
        new_row = [date] + [data.get(code, '') for code in ['AAA123excel', 'BBB123access', 'CCC123powerpoint']]
        output_dataset.append(new_row)
    
    return output_dataset
 "
30_5,"  
def transform_dataset(input_data):
    header = ['', *[row[1] + row[2] for row in input_data[:3]]]
    output_data = [header]
    data_dict = {}

    for row in input_data:
        date, key_id, app, value = row
        key = key_id + app
        if date not in data_dict:
            data_dict[date] = {k: '' for k in header if k}
        data_dict[date][key] = value

    for date, values in sorted(data_dict.items()):
        output_data.append([date] + [values[key] for key in header if key])

    return output_data"
33_1,"  
def transform_dataset(input_dataset):
    return input_dataset
 "
33_2,"  
def transform_dataset(input_dataset):
    return [sum(input_dataset, [])]
 "
33_3,"  
def transform_dataset(input_dataset):
    return [list(sum(input_dataset, []))]
 "
33_4,"  
def transform_dataset(input_dataset):
    return [sum(input_dataset, [])]
"
33_5,"  
def transform_dataset(input_dataset):
    return [list(sum(input_dataset, []))]
 "
34_1,"  
def transform_dataset(input_dataset):
    # Since the example does not show any transformation, the function simply returns the input dataset.
    return input_dataset
 "
34_2,"  
def transform_input_to_output(input_dataset):
    if not input_dataset:
        return []

    # Initialize output dataset with first row elements except for the keywords and their respective data
    output_row = input_dataset[0][:3]
    
    # Append keywords and related data from all rows to the output row
    for row in input_dataset:
        output_row.extend(row[2:])
    
    # Wrap the output row into a list to form the output dataset
    output_dataset = [output_row]
    return output_dataset
 "
